,text
1125,[]
1126,"['bhikkhu', 'performs', 'duties', 'detailed', 'betimes', 'arises', 'intense', 'feeling', 'discomfort', 'owing', 'hunger', 'kammaproduced', 'caloricity', 'strong', 'pajjalati', 'lit', 'flames', 'lays', 'hold', 'derived', 'assimilated', 'material', 'body', 'owing', 'absence', 'undigested', 'food', 'stomach', 'sweat', 'exudes', 'body', 'unable', 'concentrate', 'subject', 'meditation', 'takes', 'bowl', 'robe', 'quite', 'early', 'morning', 'worships', 'relic', 'shrine', 'speedily', 'enters', 'village', 'gruel', 'just', 'village', 'herds', 'pens', 'pasturing', 'gets', 'gruel', 'goes', 'sittinghall', 'drinks']"
1127,[]
1128,"['swallowing', 'just', 'mouthfuls', 'kammaproduced', 'caloricity', 'letting', 'material', 'body', 'inner', 'lining', 'stomach', 'udara', 'patalam', 'lays', 'hold', 'property', 'food', 'taken']"
1129,[]
1130,"['bhikkhu', 'having', 'assuagement', 'distress', 'caloric', 'process', 'like', 'man', 'bathed', 'pots', 'cool', 'water', 'having', 'partaken', 'rest', 'gruel', 'thought', 'meditation', 'uppermost', 'mind', 'washed', 'bowl', 'mouth', 'attended', 'subject', 'meditation', 'till', 'later', 'forenoon', 'meal', 'wandered', 'alms', 'remaining', 'places', 'places', 'gruel', 'alms', 'taken', 'meal', 'just', 'thought', 'meditation', 'uppermost', 'mind', 'returns', 'having', 'taken', 'just', 'subject', 'meditation', 'forward', 'present', 'mind', 'person', 'called', 'carry', 'forth', 'returns', 'thought', 'meditation']"
1131,[]
1132,"['kammaproduced', 'caloricity', 'kammajja', 'tejo', 'expression', 'referring', 'function', 'alimentary', 'tract', 'bile', 'helps', 'digestion', 'vital', 'heat', 'spreads', 'grahani', 'according', 'ayurveda', 'stated', 'commentator', 'said', 'kammaproduced', 'caloricity', 'concerning', 'seizure', 'alimentary', 'function', 'explained', 'gahanim', 'sandhayaha']"
1133,[]
1134,"['strong', 'means', 'generates', 'condition', 'heat']"
1135,[]
1136,"['subject', 'meditation', 'road', 'contemplative', 'thought', 'owing', 'disappearance', 'concentration', 'wearied', 'body', 'hungerfatigue']"
1137,[]
1138,"['stomach', 'property', 'like', 'cooked', 'rice', 'called', 'underived', 'unassimilated', 'preclinging', 'absent', 'kammaproduced', 'caloricity', 'gets', 'hold', 'inner', 'lining', 'stomach', 'causes', 'utterance', 'words', 'like', 'following', 'hungry', 'food']"
1139,[]
1140,"['food', 'taken', 'kammaproduced', 'caloricity', 'having', 'let', 'inner', 'lining', 'stomach', 'gets', 'hold', 'foodproperty', 'living', 'calm', 'commentaries', 'kammaproduced', 'caloricity', 'spoken', 'malignant', 'spirit', 'devourer', 'living', 'frequenting', 'pools', 'fordingplaces', 'like', 'known', 'shadow', 'casts', 'water', 'shadowdemon']"
1141,[]
1142,"['bhikkhus', 'like', 'drinking', 'gruel', 'exerting', 'development', 'insight', 'reached', 'state', 'arahantship', 'buddhas', 'dispensation', 'past', 'numbering', 'island', 'lion', 'race', 'sihala', 'dipe', 'yeva', 'seat', 'sittinghall', 'various', 'villages', 'place', 'bhikkhu', 'having', 'sat', 'drunk', 'gruel', 'attained', 'arahantship', 'tesu', 'tesu', 'gamesu', 'asanasalaya', 'tam', 'asanam', 'atthi', 'yattha', 'yagum', 'pivitva', 'arahattam', 'patta', 'bhikkhu', 'natthi']"
1143,[]
1144,"['bhikkhus', 'like', 'forth', 'words', 'commentator', 'points', 'state', 'benefit', 'bhikkhu', 'attending', 'thoughts', 'meditation', 'way', 'aforesaid']"
1145,[]
1146,"['bhikkhu', 'loose', 'liver', 'pamada', 'vihari', 'lit', 'liver', 'negligence', 'carelessness', 'indolence', 'slacker', 'nikkhitta', 'dhuro', 'lit', 'thrown', 'away', 'yoke', 'burden', 'right', 'exertion', 'irresponsible', 'person', 'having', 'broken', 'observances', 'sabba', 'vattani', 'bhinditva', 'whilst', 'living', 'spiritually', 'frozen', 'fivefold', 'bondage', 'mind', 'pañca', 'vidha', 'ceto', 'vinibandha', 'baddha', 'citto', 'viharanto', 'having', 'entered', 'village', 'alms', 'having', 'shown', 'sign', 'fact', 'thing', 'called', 'subject', 'meditation', 'contemplation', 'having', 'walked', 'eaten', 'meal', 'unbefitting', 'company', 'comes', 'village', 'fellow', 'bhikkhu', 'called', 'person', 'carries', 'forth', 'returns', 'thought', 'meditation']"
1147,[]
1148,"['spoken', 'words', 'carries', 'forth', 'carries', 'known', 'just', 'means', 'observance', 'carrying', 'forth', 'carrying', 'subject', 'meditation', 'beginning', 'end', 'journey', 'village']"
1149,[]
1150,"['just', 'means', 'observance', 'carrying', 'forth', 'carrying', 'means', 'way', 'whatsoever', 'going', 'returning', 'almsgathering', 'thought', 'meditation']"
1151,[]
1152,"['men', 'good', 'family', 'desirous', 'selfimprovement', 'having', 'homeless', 'ones', 'dispensation', 'buddha', 'living', 'group', 'fifty', 'covenant', 'observance', 'words', 'friends', 'renounced', 'troubled', 'creditors', 'fear', 'punishment', 'king', 'difficulties', 'subsistence', 'produced', 'famine', 'like', 'desirous', 'release', 'restrain', 'defilement', 'born', 'going', 'forwards', 'backwards', 'just', 'process', 'going', 'restrain', 'defilement', 'born', 'standing', 'just', 'process', 'standing', 'restrain', 'defilement', 'born', 'sitting', 'just', 'process', 'sitting', 'restrain', 'defilement', 'born', 'lying', 'just', 'process', 'lying']"
1153,[]
1154,"['making', 'covenant', 'observance', 'village', 'alms', 'stones', 'road', 'distances', 'halfanusabha', 'usabha', 'gavuta', 'bhikkhus', 'proceed', 'attending', 'subject', 'meditation', 'awareness', 'stones', 'course', 'going', 'alms', 'defilement', 'mind', 'arises', 'just', 'course', 'going', 'restrains', 'suppresses', 'fails', 'stops', 'comes', 'stops', 'thinks', 'bhikkhu', 'knows', 'unclean', 'thought', 'arisen', 'unbecoming', 'having', 'reproved', 'oneself', 'developed', 'penetrative', 'insight', 'steps', 'plane', 'noble', 'ones', 'arahantship', 'ayam', 'bhikkhu', 'tuyham', 'uppanna', 'vitakkam', 'janati', 'ananucchavikam', 'etanti', 'paticcodetva', 'vipas', 'sanam', 'vaddhetva', 'tattheva', 'ariyabhumim', 'okkamati']"
1155,[]
1156,"['able', 'sits', 'comes', 'sits', 'said', 'just', 'method', 'able', 'enter', 'plane', 'noble', 'ones', 'having', 'stopped', 'defilement', 'goes', 'attending', 'subject', 'meditation', 'raise', 'foot', 'mind', 'bereft', 'subject', 'meditation', 'having', 'turned', 'gets', 'earlier', 'step']"
1157,[]
1158,"['desirous', 'selfimprovement', 'atta', 'kamati', 'bhikkhus', 'wishing', 'personal', 'good', 'wellbeing', 'attano', 'hita', 'sukhamicchanta', 'wishing', 'delighting', 'intent', 'dhamma', 'true', 'meaning', 'dhammacchandavantoti', 'attho', 'reason', 'fact', 'dhamma', 'truly', 'good', 'wellbeing', 'dhammo', 'hitam', 'sukhañca', 'tannimittakam', 'wise', 'dhamma', 'self', 'owing', 'absence', 'difference', 'dhamma', 'self', 'dhamma', 'contained', 'self', 'owing', 'dhammas', 'state', 'included', 'living', 'atha', 'viññanam', 'attato', 'nibbisesatta', 'attabhava', 'pariyapannatta', 'dhammo', 'atta', 'nama', 'bhikkhus', 'genuinely', 'renounced', 'dispensation', 'buddha', 'desire', 'wish', 'tam', 'kamenti', 'icchanti']"
1159,[]
1160,"['newly', 'recently', 'time', 'subcommentary', 'written', 'reading', 'desirous', 'attainment', 'way', 'moral', 'good', 'seen', 'adhuna', 'pana', 'attha', 'kamati', 'hitavacakena', 'attha', 'saddena', 'patho', 'dissati', 'true', 'meaning', 'wishing', 'good', 'connected', 'dhamma', 'wishing', 'dhamma', 'good', 'dhamma', 'saññuttam', 'hitamicchanta', 'hita', 'bhutam', 'dhammamicchantati']"
1161,[]
1162,"['unbecoming', 'means', 'unbecoming', 'anothers', 'knowing', 'ones', 'defilement', 'parassa', 'jananam']"
1163,[]
1164,"['understood', 'included', 'anothers', 'knowing', 'monk', 'trying', 'overcome', 'adventitious', 'defilement', 'systematic', 'attention', 'strong', 'account', 'awareness', 'hungry', 'condition', 'coming', 'pacchato', 'agacchantanam', 'chinna', 'bhatta', 'bhava', 'bhayenapi', 'yoniso', 'manasikaram', 'paribruhetiti', 'idampi', 'parassa', 'jananeneva', 'sangahitanti', 'datthabbam']"
1165,[]
1166,"['earlier', 'step', 'means', 'just', 'footprint', 'mind', 'separate', 'thought', 'meditation', 'purima', 'pade', 'yevati', 'pathamam', 'kammatthana', 'vippayutta', 'cittena', 'uddharita', 'pada', 'valañje', 'yeva']"
1167,[]
1168,"['like', 'elder', 'maha', 'phussa', 'verandahdweller', 'stories', 'beginning', 'commentator', 'lays', 'low', 'misgiving', 'observance', 'instance', 'expressed', 'just', 'impossible', 'pointed', 'way', 'practiced', 'atthane', 'yevetam', 'kathitam', 'khvayam', 'evam', 'patipanna', 'pubboti', 'asankam', 'nivatteti']"
1169,[]
1170,"['said', 'elder', 'dwelt', 'nineteen', 'years', 'fulfilling', 'observance', 'carrying', 'forth', 'carrying', 'plowmen', 'sowers', 'threshers', 'grain', 'people', 'having', 'seen', 'elder', 'manner', 'said', 'elder', 'goes', 'having', 'halted', 'confused', 'way', 'forgotten']"
1171,[]
1172,"['elder', 'just', 'doing', 'recluses', 'duty', 'mind', 'yoked', 'thought', 'meditation', 'giving', 'heed', 'talk', 'people', 'attained', 'arahantship', 'years']"
1173,[]
1174,"['day', 'arahant', 'deva', 'living', 'end', 'elders', 'walking', 'path', 'stood', 'emitting', 'radiance', 'came', 'fingers', 'deva', 'regents', 'earth', 'sakka', 'devaking', 'brahma', 'sahampati', 'came', 'serve', 'elder', 'maha', 'tissa', 'forestdweller', 'elder', 'saw', 'radiance', 'inquired', 'arahant', 'day', 'night', 'radiance', 'reverence']"
1175,[]
1176,"['diverting', 'talk', 'arahant', 'said', 'radiance', 'light', 'gem', 'like', 'pressed', 'repeatedly', 'words', 'concealing', 'acknowledged', 'saying', 'yes', 'informed', 'tissa', 'attainment']"
1177,[]
1178,"['like', 'elder', 'maha', 'naga', 'black', 'creeper', 'pavilion', 'said', 'fulfilling', 'observance', 'carrying', 'forth', 'subject', 'meditation', 'resolved', 'keeping', 'postures', 'standing', 'walking', 'seven', 'years', 'thought', 'honor', 'blessed', 'ones', 'great', 'struggle', 'fulfilling', 'sixteen', 'years', 'observance', 'carrying', 'forth', 'carrying', 'subject', 'meditation', 'attained', 'arahantship']"
1179,[]
1180,"['said', 'going', 'alms', 'village', 'raises', 'foot', 'mind', 'yoked', 'subject', 'meditation', 'raises', 'mind', 'yoked', 'turns', 'standing', 'distance', 'village', 'raise', 'mind', 'looking', 'village', 'doubt', 'cow', 'recluse', 'robing', 'himself', 'fills', 'mouth', 'draught', 'water', 'watercarrier', 'slung', 'shoulder', 'hanging', 'armpit', 'having', 'washed', 'bowl', 'water', 'source', 'reason', 'mouth', 'thinking', 'let', 'distraction', 'mind', 'uttering', 'words', 'live', 'long', 'people', 'coming', 'worship', 'alms', 'asked', 'question', 'reverend', 'sir', 'stage', 'halfmonth', 'today', 'concerning', 'date', 'questioned', 'number', 'monks', 'answers', 'swallowing', 'water', 'questioning', 'day', 'forth', 'having', 'spat', 'water', 'village', 'gate', 'time', 'leaving', 'goes']"
1181,[]
1182,"['like', 'fifty', 'bhikkhus', 'entered', 'rainy', 'season', 'residence', 'monastery', 'galamba', 'landing', 'place']"
1183,[]
1184,"['fullmoon', 'day', 'july', 'asalha', 'covenant', 'observance', 'attaining', 'arahantship', 'shall', 'converse']"
1185,[]
1186,"['bhikkhus', 'used', 'enter', 'village', 'alms', 'filling', 'mouth', 'draught', 'water', 'questioned', 'date', 'forth', 'acted', 'just', 'according', 'method', 'mentioned']"
1187,[]
1188,"['village', 'people', 'having', 'seen', 'spots', 'mouthfuls', 'water', 'spurted', 'forth', 'returning', 'bhikkhus', 'said', 'today', 'came', 'today', 'people', 'thought', 'reason', 'bhikkhus', 'talk', 'speak', 'surely', 'persons', 'dispute', 'saying', 'come', 'forgive', 'went', 'body', 'monastery', 'saw', 'bhikkhus', 'place', 'wise', 'man', 'crowd', 'said', 'good', 'people', 'place', 'quarrelsome', 'folk', 'occupy', 'like', 'relicshrine', 'bodhishrine', 'terraces', 'swept', 'brooms', 'arranged', 'water', 'drinking', 'water', 'washing', 'set', 'people', 'just', 'turned', 'bhikkhu', 'monastery', 'attained', 'arahantship', 'months', 'performed', 'pure', 'pavarana', 'ceremony']"
1189,[]
1190,"['diverting', 'talk', 'turning', 'away', 'talk', 'unostentatiousness', 'realization', 'adhigamappichicchataya', 'keeping', 'postures', 'standing', 'walking', 'said', 'way', 'postures', 'proper', 'resolved', 'adherence', 'restricts', 'oneself', 'postures', 'way', 'refusing', 'practice', 'propertobepracticed', 'necessary', 'posture', 'sitting', 'mealtime', 'occasions', 'word', 'understood', 'tops', 'remaining', 'forms', 'sitting', 'sittingposture', 'absolutely', 'necessary', 'practice', 'posture', 'lying']"
1191,[]
1192,"['honor', 'blessed', 'ones', 'great', 'struggle', 'according', 'strength', 'worship', 'sixyear', 'asceticism', 'extreme', 'torture', 'undertaken', 'worlds', 'redeemer', 'sakes', 'honoring', 'master', 'conduct', 'praiseworthy', 'kind', 'worship', 'praiseworthy', 'worship', 'material', 'things']"
1193,[]
1194,"['pure', 'pavarana', 'pavarana', 'state', 'destruction', 'outflowings', 'arahantship', 'khinasava', 'bhavena', 'pavaranam']"
1195,[]
1196,"['like', 'elder', 'maha', 'naga', 'dweller', 'black', 'creeper', 'pavilion', 'like', 'bhikkhus', 'went', 'rainy', 'season', 'galamba', 'ford', 'monastery', 'bhikkhu', 'observance', 'carrying', 'forth', 'carrying', 'subject', 'meditation', 'raises', 'foot', 'mind', 'yoked', 'thought', 'meditation', 'having', 'reached', 'neighbourhood', 'village', 'filled', 'mouth', 'draught', 'water', 'looked', 'streets', 'enters', 'street', 'quarrelsome', 'drunkards', 'gamesters', 'folk', 'restive', 'elephants', 'horses', 'like']"
1197,[]
1198,"['wandering', 'alms', 'speedily', 'like', 'great', 'hurry', 'ascetic', 'practice', 'begging', 'food', 'speedily', 'goes', 'having', 'motionless', 'like', 'water', 'cart', 'uneven', 'ground', 'entering', 'house', 'order', 'spending', 'time', 'suitable', 'concluding', 'tendency', 'offer', 'alms', 'occupants', 'house', 'receives', 'alms', 'comes', 'inner', 'village', 'outer', 'village', 'monastery', 'seats', 'himself', 'place', 'pleasant', 'good', 'proper', 'attends', 'thought', 'meditation', 'setting', 'perception', 'loathsomeness', 'food', 'reflects', 'way', 'similes', 'axlegreasing', 'applying', 'ointment', 'ulcer', 'feeding', 'childs', 'flesh', 'eats', 'food', 'fully', 'followed', 'awareness', 'attributes', 'sport', 'intoxication', 'adornment', 'filling', 'places', 'body', 'deficiency', 'flesh']"
1199,[]
1200,"['having', 'eaten', 'washes', 'rests', 'body', 'tired', 'business', 'eating', 'attends', 'just', 'thought', 'meditation', 'time', 'eating', 'time', 'eating', 'watch', 'night', 'watch']"
1201,[]
1202,"['person', 'called', 'carries', 'forth', 'carries', 'subject', 'meditation']"
1203,[]
1204,"['person', 'fulfills', 'observance', 'carries', 'forth', 'carries', 'called', 'carrying', 'forth', 'thought', 'meditation', 'going', 'alms', 'bringing', 'thought', 'meditation', 'returning', 'almsround', 'reaches', 'arahantship', 'period', 'youth', 'early', 'age', 'stage', 'life', 'possessed', 'sufficing', 'condition', 'wherewithal', 'accomplish', 'destruction', 'ignorance', 'defilements']"
1205,[]
1206,"['fails', 'reach', 'arahantship', 'early', 'age', 'reaches', 'middle', 'age', 'fails', 'middle', 'age', 'time', 'death', 'fails', 'time', 'death', 'deva', 'fails', 'deva', 'time', 'buddha', 'appeared', 'earth', 'born', 'man', 'realizes', 'truth', 'buddha', 'able', 'communicate', 'truth', 'fails', 'realize', 'truth', 'way', 'immediately', 'meeting', 'fully', 'enlightened', 'buddha', 'person', 'intuits', 'quickly', 'like', 'elder', 'bahiya', 'daruciriya', 'greatly', 'wise', 'like', 'elder', 'sariputta', 'great', 'psychic', 'power', 'like', 'elder', 'mogallana', 'great', 'exponent', 'ascetic', 'practice', 'like', 'elder', 'kassapa', 'great', 'endowed', 'clairvoyant', 'power', 'like', 'elder', 'anuruddha', 'expert', 'discipline', 'like', 'elder', 'upali', 'expounder', 'dhamma', 'like', 'elder', 'punna', 'mantaniputta', 'forest', 'dweller', 'like', 'elder', 'revata', 'great', 'learning', 'like', 'elder', 'ananda', 'desirous', 'training', 'like', 'elder', 'rahula', 'buddhas', 'son']"
1207,[]
1208,"['form', 'set', 'carries', 'forth', 'carries', 'subject', 'meditation', 'reaches', 'crest', 'clear', 'comprehension', 'resort']"
1209,[]
1210,"['nonconfusion', 'going', 'forwards', 'forth', 'clear', 'comprehension', 'nondelusion', 'understood', 'following', 'way', 'dispensation', 'monk', 'confusing', 'himself', 'like', 'blinded', 'worldling', 'going', 'forwards', 'backwards', 'muddleheaded', 'believes', 'soul', 'self', 'goes', 'forward', 'act', 'going', 'forwards', 'produced', 'soul', 'forwards', 'act', 'going', 'forwards', 'produced', 'like', 'thinks', 'arising', 'thought', 'going', 'forwards', 'just', 'thought', 'appears', 'process', 'oscillation', 'originating', 'mind', 'brings', 'birth', 'bodily', 'expression', 'intimation', 'way', 'diffusion', 'process', 'oscillation', 'mental', 'activity', 'skeleton', 'called', 'body', 'goes', 'forward']"
1211,[]
1212,"['raising', 'foot', 'paduddharane', 'processes', 'dhatuyo', 'extension', 'pathavi', 'cohesion', 'apo', 'low', 'weak', 'omatta', 'honti', 'dubbala', 'processes', 'caloricity', 'tejo', 'oscillation', 'vayo', 'high', 'powerful', 'adhimatta', 'honti', 'balavatiyo', 'stretching', 'foot', 'atiharane', 'shifting', 'away', 'foot', 'vitiharane', 'dropping', 'raised', 'foot', 'vossajjane', 'likewise', 'keeping', 'foot', 'ground', 'sannikkhepane', 'pressing', 'foot', 'ground', 'sannirumbhane', 'processes', 'high', 'powerful', 'second', 'low', 'weak', 'material', 'mental', 'phenomena', 'occur', 'occur', 'occur', 'occur', 'occur', 'phenomena', 'coming', 'existence', 'form', 'sections', 'links', 'parts', 'break', 'quickly', 'just', 'places', 'crackling', 'like', 'sesamum', 'seeds', 'thrown', 'heated', 'pan', 'matter', 'goes', 'forward', 'going', 'forward', 'highest', 'sense', 'paramatthato', 'takes', 'place', 'going', 'standing', 'sitting', 'lying', 'processes', 'material', 'form', 'divisions', 'groups', 'parts']"
1213,[]
1214,"['conscious', 'state', 'arises']"
1215,"['quite', 'ceases']"
1216,"['sequence', 'like', 'rivers', 'flow']"
1217,"['states', 'mind', 'matter']"
1218,[]
1219,"['aññam', 'uppajjate', 'cittam', 'aññam', 'cittam', 'nirujjhati']"
1220,"['avicimanusambandho', 'nadi', 'soto', 'vattati']"
1221,[]
1222,"['low', 'omatta', 'negligible', 'avamatta', 'poor', 'regard', 'standard', 'lamakappamana']"
1223,[]
1224,"['process', 'caloricity', 'cognate', 'process', 'oscillation', 'coming', 'servant', 'follower', 'vayo', 'dhatuya', 'anugata', 'tejo', 'dhatu', 'condition', 'upraising', 'uddharanassa', 'paccayo', 'caloricity', 'oscillation', 'preponderance', 'reason', 'capability', 'action', 'upraising', 'caloricity', 'specially', 'conducive', 'action', 'upraising', 'upraising', 'oscillation', 'subordinate', 'caloricity', 'processes', 'extension', 'cohesion', 'low', 'action', 'upraising', 'owing', 'incapacity', 'raise']"
1225,[]
1226,"['process', 'oscillation', 'cognate', 'process', 'caloricity', 'coming', 'servant', 'follower', 'tejo', 'dhatuya', 'anugata', 'vayo', 'dhatu', 'condition', 'stretching', 'shifting', 'away', 'atiharana', 'vitiharananam', 'paccayo', 'oscillation', 'caloricity', 'preponderance', 'reason', 'capability', 'stretching', 'shifting', 'away', 'oscillation', 'naturally', 'active', 'actions', 'stretching', 'shifting', 'away', 'movement', 'excessive', 'caloricity', 'subordinate', 'oscillation', 'actions', 'processes', 'low', 'stretching', 'shifting', 'away', 'incapacity', 'processes', 'stretch', 'shift', 'away']"
1227,[]
1228,"['raising', 'lifting', 'foot', 'place', 'stepped']"
1229,[]
1230,"['stretching', 'carrying', 'foot', 'place', 'standing']"
1231,[]
1232,"['shifting', 'away', 'carrying', 'foot', 'sidewards', 'moving', 'laterally', 'purpose', 'avoiding', 'stake', 'like', 'avoiding', 'contact', 'foot', 'set', 'ground']"
1233,[]
1234,"['stretching', 'carrying', 'foot', 'near', 'place', 'foot', 'set', 'shifting', 'away', 'carrying', 'foot', 'point', 'place', 'foot']"
1235,[]
1236,"['process', 'cohesion', 'cognate', 'process', 'extension', 'coming', 'servant', 'follower', 'pathavi', 'dhatuya', 'anugata', 'apodhatu', 'condition', 'dropping', 'vossajjane', 'paccayo', 'cohesion', 'extension', 'preponderance', 'reason', 'capability', 'action', 'dropping', 'nature', 'cohesion', 'gravid', 'laying', 'upraised', 'foot', 'extension', 'subordinate', 'cohesion', 'incapacity', 'drop', 'upraised', 'processes', 'caloricity', 'oscillation', 'called', 'low', 'connection']"
1237,[]
1238,"['process', 'extension', 'cognate', 'process', 'cohesion', 'coming', 'servant', 'follower', 'apodhatuya', 'anugata', 'pathavidhatu', 'condition', 'keeping', 'foot', 'ground', 'extension', 'cohesion', 'preponderance', 'reason', 'capability', 'keeping', 'foot', 'ground', 'keeping', 'foot', 'ground', 'state', 'fixed', 'cohesion', 'subordinate', 'extension', 'owing', 'excessive', 'functioning', 'process']"
1239,[]
1240,"['cohesion', 'subordinate', 'extension', 'way', 'contactual', 'action', 'process', 'extension', 'pressing', 'foot', 'ground']"
1241,[]
1242,"['dropping', 'lowering', 'way', 'relinguishment', 'laying', 'setting', 'foot', 'ground', 'forth', 'keeping', 'foot', 'ground', 'keeping', 'foot', 'ground', 'coming', 'complete', 'standstill', 'action', 'going', 'way', 'contacting', 'pressing', 'foot', 'ground']"
1243,[]
1244,"['going', 'forward', 'aforesaid', 'divisions', 'known', 'raising', 'stretching', 'shifting', 'away', 'dropping', 'keeping', 'pressing']"
1245,[]
1246,"['raising', 'moment', 'upraising', 'material', 'mental', 'phenomena', 'material', 'phenomena', 'proceeding', 'form', 'upraising', 'mode', 'upraising', 'mental', 'phenomena', 'originating', 'materiality', 'occur', 'stretching', 'reason', 'existing', 'moment', 'method', 'exegesis', 'passage']"
1247,[]
1248,"['just', 'places', 'divisions', 'beginning', 'upraising', 'phenomena', 'come', 'just', 'places', 'perish', 'sure', 'owing', 'swift', 'change', 'going', 'phenomena', 'place']"
1249,[]
1250,"['sections', 'division', 'links', 'joints', 'parts', 'portions', 'stated', 'concerning', 'abovementioned', 'divisions', 'action', 'going', 'place', 'form', 'differentiated', 'serial', 'process']"
1251,[]
1252,"['fleet', 'group', 'devas', 'running', 'suns', 'chariot', 'group', 'devas', 'shape', 'horses', 'keenedged', 'razors', 'attached', 'heads', 'hoofs', 'engaged', 'taken', 'going', 'plunging', 'forwards', 'knocking', 'moving', 'close', 'moment', 'existence', 'material', 'phenomena']"
1253,[]
1254,"['breakup', 'sesamum', 'seeds', 'roasted', 'takes', 'place', 'sound', 'crackling', 'destruction', 'conditioned', 'phenomena', 'takes', 'place', 'phenomenas', 'arising', 'similar', 'crackling', 'sound', 'sign', 'breaking', 'sesamum', 'seeds', 'arising', 'sign', 'indicatory', 'eventual', 'breaking', 'conditioned', 'phenomena', 'owing', 'destruction', 'inevitably', 'assuredly', 'phenomena', 'arisen']"
1255,[]
1256,"['goes', 'forward', 'just', 'eko', 'abhikkamati', 'nabhikkamati', 'yeva']"
1257,[]
1258,"['said', 'going', 'forward', 'highest', 'sense', 'takes', 'place', 'going', 'standing', 'sitting', 'lying', 'processes']"
1259,[]
1260,"['passage', 'just', 'mentioned', 'dispelling', 'false', 'idea', 'self', 'goes', 'forward', 'confused', 'blinded', 'worldling', 'apt', 'possess', 'passage', 'stated', 'way', 'objection', 'refutation']"
1261,[]
1262,"['material', 'form', 'divisions', 'tasmim', 'tasmim', 'kotthase', 'rupena', 'saddhim', 'means', 'material', 'form', 'aforesaid', 'sixfold', 'division']"
1263,[]
1264,"['conscious', 'state', 'thoughtunit', 'comes', 'existence', 'material', 'form', 'comes', 'existence', 'runs', 'course', 'close', 'contact', 'material', 'form', 'question', 'repeated', 'contact', 'relation', 'material', 'form', 'said', 'conscious', 'state', 'arises', 'material', 'form', 'quite', 'ceases', 'material', 'form', 'ceases', 'reason', 'absence', 'close', 'repeated', 'contact', 'apaccamatthatta', 'mind', 'matter', 'happens', 'tension', 'oscillation', 'vibration', 'mind', 'quicker', 'matter', 'seventeen', 'times']"
1265,[]
1266,"['words', 'material', 'form', 'relation', 'sentence', 'stanza', 'mean', 'whatsoever', 'material', 'form', 'arising', 'simultaneously', 'conscious', 'state', 'yena', 'kenaci', 'sahuppajjanakena', 'rupena', 'words', 'relation', 'second', 'sentence', 'stanza', 'refer', 'material', 'form', 'arisen', 'existing', 'starting', 'point', 'seventeenth', 'thoughtunit', 'occurs', 'ceasingphase', 'thoughtunit', 'aforesaid', 'material', 'form', 'arose', 'material', 'form', 'arisen', 'total', 'duration', 'arising', 'ceasing', 'seventeen', 'consecutive', 'thoughtunits', 'possessed', 'nature', 'ceasing', 'cessation', 'seventeenth', 'thoughtunit', 'mentioned', 'seventeenth', 'thoughtunit', 'phase', 'dissolution', 'ceasing', 'dutiya', 'pada', 'sambandhe', 'pana', 'rupenati', 'idam', 'yam', 'tato', 'nirujjhamana', 'cittato', 'upari', 'sattarasama', 'cittassa', 'uppadakkhane', 'uppannam', 'tadeva', 'tassa', 'nirujjhamana', 'cittassa', 'niroddhena', 'saddhim', 'nirujjhanakam', 'sattarasa', 'cittakkhanayukam', 'rupam', 'sandhaya', 'vuttam']"
1267,[]
1268,"['material', 'mental', 'phenomena', 'taken', 'things', 'equal', 'duration', 'matter', 'different', 'way', 'kinds', 'phenomena', 'wrongly', 'considered', 'things', 'equal', 'duration', 'contradiction', 'commentarial', 'sayings', 'material', 'form', 'slowchanging', 'tardy', 'regards', 'ceasing', 'textual', 'sayings', 'single', 'thing', 'swiftly', 'changing', 'bhikkhus', 'mind', 'aññatha', 'ruparupadhamma', 'samanayuka', 'siyum', 'yadi', 'siyum', 'atha', 'rupam', 'garu', 'parinamam', 'dandha', 'nirodhanti', 'adi', 'atthakatha', 'vacanehi', 'naham', 'bhikkhave', 'eka', 'dhammampi', 'samanupassami', 'evam', 'lahu', 'parivattam', 'yathayidam', 'bhikkave', 'cittanti', 'evamadi', 'pali', 'vacanehi', 'virodho', 'siya']"
1269,[]
1270,"['nature', 'mind', 'mental', 'characteristics', 'citta', 'cetasika', 'cognize', 'objects', 'mind', 'mental', 'characteristics', 'arise', 'cognizing', 'vibhaventa', 'according', 'strength', 'yatha', 'balam', 'thing', 'condition', 'mind', 'mental', 'characteristics', 'form', 'object', 'thing', 'objectcondition', 'mind', 'mental', 'characteristics', 'attano', 'arammana', 'paccayabhutamattam', 'immediately', 'accomplishment', 'effectuating', 'comprises', 'nature', 'quality', 'mind', 'mental', 'characteristics', 'quality', 'just', 'process', 'cognizing', 'occurs', 'ceasing', 'mind', 'mental', 'characteristics', 'tesam', 'sabhava', 'nipphatti', 'anantaram', 'nirodho']"
1271,[]
1272,"['material', 'phenomena', 'objects', 'objects', 'anarammana', 'cognizing', 'material', 'phenomena', 'cognized', 'pakasetabba', 'cognizibilitys', 'fulfillment', 'pakasetabba', 'bhava', 'nipphatti', 'occurs', 'sixteen', 'thoughtunits', 'solasehi', 'cittehi', 'hoti', 'reduction', 'material', 'phenomena', 'seventeen', 'thoughtunits', 'thoughtunit', 'past', 'acknowledged', 'commentator', 'said', 'tasma', 'eka', 'cittakkhanatitena', 'saha', 'sattarasa', 'cittakkhanayukata', 'rupadhammanam', 'icchitati']"
1273,[]
